지역,loc,score,review
대구,이월드,40,"날씨도 좋고 기온도 적당하여 방문. 어릴 적 꼭 가고 싶었던 장소를 시일이 지나 아이와 함께 오니 기분이 새로움. 시설이 오래되었지만 어차피 유아가 탈 수 있는 것이 많지 않기에 괜찮음. 꼭 할인가로 들어오기. 봄이 벚꽃, 튤립 필 때 가면 정말 좋음."
대구,이월드,30,티켓이 생겨서 2살 유아와 다녀왔습니다. 넓어서 걸어야하는 거리가 꽤 넓고 언덕도 있어서 조금 힘들었습니다. 7월의 더운날씨라 더 힘들게 느껴졌을 겁니다.  유아가 탈만한 놀이기구는 별로 없어서 동물원?을 갔는데 냄새가 심해서 그렇게 유쾌하지는 않았습니다.  다음에는 그냥 경주월드를 가려고 합니다.
대구,이월드,40,대구에서 오래된 놀이동산 놀이기구보다는 축제나 이런거 길 꾸며놓았을때 사진찍으러 많이갑니다 위에 애슐리도있고 ㅎㅎ
대구,이월드,50,친구와 행복한 크리스마스를 보내기위한 대구 여행지! 멋진 폭죽놀이와 다양한 조명가든이 아주 멋져요! 두번째인데 갈때마다 만족하는 여행스팟입니다~
대구,이월드,40,대구의 대표적인 놀이동산입니다. 가족이나 학생들이 많이 찾는 곳입니다. 놀이기구를 이용하기보다 산책하기가 더 좋은 장소입니다.
대구,이월드,50,"예전의 우방랜드가 이름을 바꾼 곳입니다. 어린이들의 천국입니다. 다양한 놀이기구, 조그만 동물원, 전망대, 케이블카 등이 있습니다. 곳곳에 스낵류와 식당이 있는 데, 예상외로 가격이 비싸지 않습니다. 어린이들이 놀이기구들을 돌아다니며 즐겁게 놀 수 있고, 곳곳에 사진찍기 예쁜 곳도 많습니다. 자주는 아니더라도 가끔가면 재미있는 곳입니다."
대구,이월드,50,산책하기 좋은 곳 특히 좋은날씨의 밤은 조명이 있어 더 아름답다♡ 밤에는 지대가 높아서 마감쯤엔 바람이 장난아니었다. 밤에 갈 때는 더욱 따뜻한 옷 준비를!
대구,이월드,40,"어린아이가 있으니 동선이 짧아서 좋은 놀이동산이다. 그런데 은근히 입장료가 비싸니 가까이 사는사람은 연간회원권이 답이다. 몇년만에 갔더니 나무가 많이 자라서 그늘이 져서 다니기좋았다. 아이가 있다면, 애인이 있다면 가야할곳이다."
대구,이월드,40,우방타워랜드였을때 부터 가던곳이라 오랜만에 가니 좋았어여~~~ 놀이기구 새로생긴것도 있고 커플끼리 가기 좋아요 저녁에 불빛아래서 사진도 찍을수 있고 좋아요 다만ㄱㅏ격이 조큼 비싼게ㅠㅠ
대구,이월드,40,여름이라 낮에는 사람이 없고 5시부터 야간 입장인데 그때부터 사람들이 몰려듦 지금은 주말마다 물총 축제 좀비 dj라고 하는데 물을 막 뿌림 엄청 뿌림 너무 더워서 우의도 없이 그냥 물 맞았음 금방 마르고... 애 어른할거 없이 다들 즐겁게 놀음
대구,이월드,40,대구의 대표적인 유원지로 많은 사람들이 찾는 곳입니다. 야간에 특히 이뻐요. 봄에는 벚꽃축제도 하니 가보시기 좋을듯.
대구,이월드,50,예전에 우방랜드로 불렸던 이 곳. 경남에 살면서도 이번에 처음 가봤는데.. 생각보다 규모도 크고 놀이기구가 꽤 많아서 재미있었다. 그리고 크리스마스 기념으로 곳곳에 산타들도 계속 퍼레이드와 함께 돌아다니고.. 사진도 찍을 수 있고.. 그리고 안에는 동물원도 있는데.. 파랑새 체험관도 있다. 그러면 새들이 손에 앉아 모이도 먹고.. 꽤나 즐거운 시간을 보낼 수 있었다.
대구,이월드,40,타워 지하에 애슐리 있어 갔습니다 가격대비 먹을게 많았습니다. 주말에 가서 사람은 많았지만 금방금방 음식 채워주셔서 별불편함 없이 먹고 왔습니다.
대구,이월드,40,조금 오래된 곳이지만..... 오랜만에 가기엔 괜찮은 곳입니다. 바이킹 너무너무 재밌어요!!
대구,이월드,50,"구)우방랜드에서 이월드로 바뀌었지요, 옛날이나 지금이나 항상 사람 많고 볼거리 많고 탈것 많은 이월드 입니다. 케이블카타고 83타워가서 구경후 아래로 내려오는 코스 추천드려여"
대구,이월드,30,참 오래된 놀이동산인데 최근에 몇 가지 기구가 확충되면서 더 입장객이 많아진 것 같네요. 날씨때문에 여름~가을철에는 낮 시간대보다 저녁시간대에 손님이 더 많았는데 지금 겨울에는 어떨지 모르겠네요. 식당가도 놀이기구 주변과 83타워 안에도 있어 괜찮아요
대구,이월드,50,매년 11월에 불꽃축제가 열리고 뿐만 아니라 연중 다양한 페스티벌이 열리기 때문에 놀이공원이 목적이 아니더라도 즐겁게 놀기에 좋은 곳이예요
대구,이월드,50,"메가스윙360을 먼저 타시면 다른 제트코스터류 어트랙션을 이용하기 어렵습니다. 너무 재미있지만 체력이 너무 소모돼요! 그만큼 독창적이고 재미있습니다. 저는 이거 타러 일부러 갔습니다. 단연코 최고의 어트랙션입니다! 이런 자이언트 프리스비는 대한민국에서는 찾기 어렵습니다.  83타워까지 가지 않으시면 한식을 드시기 어렵습니다. 그러니, 먼저 드시고 오세요.  이외에는 아주 즐겁고 좋은 곳입니다. 주중에는요...  자유이용권을 결제하나 개별 결제하나 비용은 비슷합니다. 자유이용권 결제가 더 자유롭습니다."
대구,이월드,40,"아주 작은 규모의 놀이동산? 이었는데, 퍼레이드도 즐기고, 경치도 즐기면서 생각보다 아주 즐거운 시간을 보낼 수 있었음"
대구,이월드,40,데이트 할만한 장소입니다 ㅋㅋㅋ 날씨 따뜻할때 가시고 옆에 두류공원이랑 야당까지 가시면 좋아요
대구,이월드,50,자칫 촌스럽게 들리기 쉬운 이름과 달리 상당히 멋스러운 공간이었습니다. 해가 떨어진 저녁에 방문했는데 형형색색 빛나는 조명과 놀이기구 앞에서 황홀한 기분마저 들더군요. :)
대구,이월드,50,"과거엔 우방타워랜드로 불린 이 곳은 대구의 놀이동산으로 유명하다. 생각보단 크지 않아서 하루면 모든 놀이기구를 탈 정도이며, 봄엔 별빛축제를 열어서 야간 손님을 모으기도 한다. 시설이 오래되긴 했지만 최근 리모델링을 거쳤기 때문에, 안심해도 좋은 곳이다. 카멜백이나 부메랑이 인기가 좋다."
대구,이월드,50,롯데월드 못지 않은 이월드... 국내 최초 메가스윙....40대인 저도 타봤습니다... 고공낙하할때의 기분은 말로 표현못할정도였어요 그외 카멜백.정말 긴 롤러코스터와 허리케인 부메랑은 최고입니다!! 놀이동산 좋아하시는분들 강추 ... 닭꼬치와 음료수...슬러쉬...회오리감자 등등 가격도 많이 비싸지 않아요 참 동물농장에는 각종 동물 파충류 조류 물고기도 볼수 있어요~~
대구,이월드,50,너무너무 재밌는 곳! 별빛축제 시즌이라 해가 진 후에 너무 예쁩니다 놀이기구도 새단장한 후라 꿀잼이에요
대구,이월드,20,"시설이 낡았고, 되게 작은 놀이공원이예요. 금방 둘러 볼 수 있는 작은 놀이공원인데도 입장료가 비싸네요. 다른 곳들 가보셨으면 시시하시 수도 있을 것 같아요 :)"
대구,이월드,40,아이와 함께가서 즐기기좋은 놀이동산임 작고 아기자기한 놀이기구가 많아서 유치원아기들도 즐길수있음
대구,이월드,40,"대구사람들에게 수학여행하면 가장 많이 가는 곳이죠 수도권에도 롯데월드, 에버랜드 있지만 이번에 이월드에 쩌는 놀이기구가 생겼으니 놀러와보세요!"
대구,이월드,30,"도심에서 멀지 않은 곳에 놀이공원이 있어서 좋아요. 시설이 다소 낡았고, 이용요금이 조금 비싼게 좀 아쉽지만요."
대구,이월드,30,"수도권의 대형시설에는 비할바 못되지만 친절한 곳, 전체적으로 오래된 곳처럼 보였는데 리뉴얼되었는지 잘 관리되고 있었다. 음식점, 스케이트장, 전망타워 등이 있어서 만족스러웠다. 내일러라면 추천하고 싶다."
대구,이월드,50,놀이기구를 좋아하는 분들은 꼭 방문해보세요~ 스릴있는 놀이기구도 많고 오래되었지만 깨끗하고 관리 잘되어 있습니다. 매표하시고 케이블카 타고 위로 올라가셔서 내려오시면서 놀이기구 타는 것을 추천합니다. 경사가 심해요~ 해지고 83타워 야경 꼭 추천~ 꼭대기까지는 돈을 받습니다만 산위에 있어 타워 1층에서 보는 야경도 매우 좋습니다
대구,이월드,40,소셜판매사이트가면 벚꽃시즌 야간개장 표를 싸게팔아요! 주말에 점심부터 밤까지 있기 좋고 83타워안에 레스토랑들 시내가격수준보다 오히려 더 저렴한듯요! 그래서 2명이서 3개시켜먹었어요
대구,이월드,40,대구에서 야경이 이쁜 이월드에요 무서운 놀이기구 보다 함께 즐길 수 있는 놀이 기구가 많아요~ ㅎㅎ 예전보다 많이 좋아졌구요
대구,이월드,40,아이들 데리고 갈 만한 장소로 이월드 만한 곳이 없죠~ 조경도 잘해놔서 사진찍기에도 좋고~ 굳이 놀이 기구를 타지 않더라도 산책 삼아 가기에도 좋아요. 연간회원권으로 미리 사두면 언제든지 시간 날때 갈 수 있어요. 실내 놀이공간이 없어서 비가 오거나 날이 너무 덥거나 추운날에는 찾기 힘들어요.. 맛집들이 조금 부실한 편이라 음식점 보완이 좀 된다면 강추천입니다.
대구,이월드,50,수도권의 놀이시설에 비할바는 아니지만 나름 갖출건 다 갖춘 놀이동산이다. 숲속공원에 마련되어 있어 어디에서나 그늘을 찾을수 있어 더운날에도 햇볕을 피할수 있어 좋았다. 할인권을 구입하지 않고 제값 다 주고 들어간다면 좀 비싼 듯한 감이다. 주차장과 공원의 거리가 제법 멀어 한참이나 걸어야 한다. 그리고 오르막 내리막이 제법 있어 지쳤을땐 힘들다.
대구,이월드,50,4월 벚꽃이 만연한 요즈음 대구이월드 별빛벚꽃축제 너무 유명하길래 다녀왔어요~~~ 밤에 조명들이 너무예뻐서 마치 동화속에 온듯한 느낌~~ ㅋㅋ 사람이 너무 많았찌만.. 이때아니면 벚꽃을 못 즐기기에 ㅠㅠㅠㅎㅎ 넘 좋았어요~
대구,이월드,40,대구에서는 나름 큰 놀이동산이죠 밤에는 불빛축제도 해서 좋아요 다만 사람이 많고 차가 많아서 주위에 가면 너무 복잡해요
대구,이월드,50,"대구에서 유일하게 놀이 문화를 즐길수 있는 곳.여러 종류의 놀이 기계를 이용하고, 눈썰매와 물썰매를 타기도 하며, 공연과 대구타워로 가서 대구의 전경을 내려 볼 수도 있는 즐거운 곳"
대구,이월드,50,예전 우방랜드에서 이름이바꼈으나 예전부터 대구를 대표하는 관광지중 하나 물론 시설이 서울의 유명놀이공원대비 특색있는기구는 없으나 대구시내관광에서 두류공원 이월드가 빠지면 안될듯 안에 83타워에회전식 레스토랑도있고
대구,이월드,30,"이월드는 작년 봄에 친구들과 다녀왔는데요, 그 전에는 우방랜드였습니다. 가장 놀랐던 점은 바로 우방랜드에서 이월드로 바뀐 뒤에 놀이공원 직원들의 태도였는데요, 전과 달리 눈에 띄게 친절해지고 여유있게 응대하는 모습이 인상깊었습니다. 어린이를 위한 놀이기구와 젊은층을 위한 놀이기구가 적절히 잘 배치되어 있는 것 같습니다. 하지만 인기있는 몇몇 놀이기구 같은 경우는 직원 수를 좀 더 늘리는 방안을 모색하면 더 빠른 탑승이 될 것 같다는 생각이 들었습니다."
대구,이월드,40,대구 도심에 위치하고 있는 놀이공원이라서 가족들과 즐기기에 좋은 곳입니다. 특히 벚꽃시즌에 좋습니다.
대구,이월드,40,원래 그런지 아니면 추워서 그런지는 모르겠지만 다른 놀이동산에 비해 한적해서 좋았습니다. 범퍼카를 연속 세번탈 수 있었으니 말 다했죠. 단 놀이기구가 많지 않아요.
대구,이월드,20,놀이기구는 다 별로...^^ 오히려 통도환타지아보다못한것도있고.. 아무래도 오래됐으니어짤수없죠 돈은없고.. 바꾸거나 업그레이드할생각 없나봐욤... 타워랑 밤에 불때문에가는거죠 뭐..
대구,이월드,40,드넓은 공간에 다양한 놀이시설이 있습니다. 대구권에서는 가장 규모가 크지요. 계절별로 꽃축제도 겸하고 있어서 어르신들이 가서 구경하기 괜찮아요. 사람들이 많은 주말을 피해서 가면 많은 놀이시설을 탈수 있습니다.
대구,이월드,50,"계절에 따라 진행되는 축제들이 많아서 좋아요 . 날씨 좋을땐 놀이동산, 봄에는 벚꽃축제, 겨울에는 별빛축제가 진행됩니다. 날씨가 좋지 않을 때는 타워에 있는 아이스링크장을 이용해도 좋을 것 같아요 ."
대구,이월드,40,"예전에는 우방타워 랜드란 이름이었는데 이제 이월드란 이름으로 바꼈다 놀이시설과 봄이면 봄꽃축제가 열리며 눈썰매장, 아쿠아리움 등이 있다 가족여행중이라면 아이들과 한번쯤 방문 해 보기를 권해드린다"
대구,이월드,40,꽤 오래된 놀이공원이예요. 소풍이나 가족 나들이로 많이 가는 곳이구요. 놀이기구는 왠만한 건 다 있어요. 바이킹을 젤 좋아하긴 하는데... 친구들과 가서 하루 신나게 놀기 좋아요.
대구,이월드,50,작지만 알찬 놀이공원입니다. 여러번 이름도 바뀌고 역사도 있지만 가족단위나 단체로 방문하여 놀이공원을 즐기기에 참 좋습니다.
대구,이월드,30,"우방랜드 시절부터 많은 말들이 있었지만, 이월드로 바뀌면서 안전과 테마공원들의 시도가 늘어나 좋았다."
대구,이월드,40,소박해도 아이들이 가장 좋아하는 곳입니다. 다른 놀이동산에 비해 많이 비싸지 않고 카드 할인혜택도 좋아요.
대구,이월드,40,에버랜드에 비하면 규모도 많이 작고 별거 없어 보이지만 대구에 놀이공원이 절대적으로 부족하고 멀리가는게 보담스러우므로 한번씩 갑니다. 철마다 조경도 잘해놓고 많이 안걸어도 되고 그나마 걷기 싫으면 케이블카타고.ㅎㅎ 아이스링크가 있어서 애들이 좋아해요. 83타워 애슐리 외식도 괜찮구요. 한번씩 전망구경하거나 애들 놀리기 좋네요.
대구,이월드,50,"83타워랑 같은곳. 이월드(구.우방타워)놀이동산입니다. 봄에가면 꽃, 조경들이 너무예뻐요. 대중교통등도 편해서 지하철2호선 두류역근처에요"
대구,이월드,30,"대구 유일의 놀이공원이라고 할 수 있어요. 시설이 조금 낙후되어 있지만, 지방의 놀이공원치고는 괜찮습니다. 연회원권도 저렴해요. 여름에는 물놀이도 가능하고, 평일에는 모르겠는데, 주말에는 퍼레이드도 해요."
대구,이월드,30,어릴때는 많이 갔는데 이제는 너무 기구도 낡아서 갔을 때 좀 위험하다는 생각이 들었어요. 요즘은 워낙 다른 놀이공원들이 좋아서 그냥 그래요
대구,이월드,40,"가족들과 함께 같이 즐기면되요! 이월드가서 얘들 좋아하는 기구 타고, 또 오랜만에 솜사탕도 즐기시는건 어떠신지?"
